id,Name,SMILES,Energy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Thermal_correction_to_Enthalpy_Hatree,Entropy_J_per_mol_K,HOMO_Hatree,LUMO_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,ECW_V,Software,Source,Theory_Level
11,IL14,C[n+]1ccn(CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2247.1408165,0.164702,0.24843,737.30448,-0.27471,-0.05279,-2247.6523146,-2246.9761145,-2246.8923865,6.036224,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
12,IL15,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2094.7853645,0.17241,0.259622,767.985752,-0.25247,-0.0516,-2095.3401203,-2094.6129545,-2094.5257425,5.463664000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
13,IL16,C[n+]1ccn(CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1659.5076099,0.170885,0.256968,758.052936,-0.22547,-0.03075,-1660.0429417,-1659.3367249,-1659.2506419,5.296384,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
14,IL17,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[n+]1ccccc1,-2229.877157,0.154811,0.237563,728.714728,-0.28282,-0.12067,-2230.3865512,-2229.722346,-2229.639594,4.410480000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
15,IL18,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2312.0850866,0.272661,0.364701,810.499376,-0.2682,-0.00874,-2312.6591161,-2311.8124256,-2311.7203856,7.057311999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
16,IL21,COCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2286.4334205,0.188136,0.276941,782.014704,-0.27126,-0.0402,-2286.9684245,-2286.2452845,-2286.1564795,6.284832,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
17,IL22,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2269.170672,0.17897,0.265797,764.592528,-0.27099,-0.10768,-2269.6996785,-2268.991702,-2268.904875,4.442032,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
18,IL26,COCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2308.4781256,0.204185,0.295045,800.110504,-0.26848,-0.10442,-2309.034481,-2308.2739406,-2308.1830806,4.462432,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
19,IL27,COC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2233.4722584,0.219227,0.306479,768.341392,-0.26819,-0.00205,-2233.9994755,-2233.2530314,-2233.1657794,7.239007999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
20,IL29,COC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,-1757.8941703,0.204158,0.277288,643.984544,-0.2749,-0.01394,-1758.2855521,-1757.6900123,-1757.6168823,7.098111999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
21,IL30,COCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2247.1231893,0.160354,0.247934,771.2283520000001,-0.27129,-0.05374,-2247.6299905,-2246.9628353,-2246.8752553,5.917359999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
22,IL31,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2229.8597104,0.150985,0.236876,756.358416,-0.26752,-0.12128,-2230.3649647,-2229.7087254,-2229.6228344,3.977727999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
23,IL32,C=CCn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2324.5208016,0.191252,0.282555,804.0099920000001,-0.27054,-0.04129,-2325.0670697,-2324.3295496,-2324.2382466,6.2356,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
24,IL33,C=CCn1cc[n+](C)c1.[Cl-],-842.9754153,0.127398,0.179803,461.47428,-0.19378,-0.04194,-843.2034136,-842.8480173,-842.7956123,4.130048,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
25,IL35,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2276.1816302,0.296043,0.38846,813.8172880000001,-0.2649,-0.00561,-2276.762184,-2275.8855872,-2275.7931702,7.052688000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
26,IL37,CCCCO[PH](=O)[O-].CCCC[N+]1(C)CCCC1,-1135.1687157,0.361502,0.44139,703.4893920000001,-0.2127,0.02864,-1135.6096448,-1134.8072137,-1134.7273257,6.564448,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
27,IL38,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,-1761.2868257,0.254574,0.329742,661.9213520000001,-0.27282,-0.01896,-1761.7113644,-1761.0322517,-1760.9570837,6.904992000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
28,IL39,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2236.8688678,0.268481,0.359057,797.6084720000001,-0.26308,-0.01252,-2237.4247666,-2236.6003868,-2236.5098108,6.815232,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
29,IL43,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2289.827057,0.234578,0.328553,827.5408080000001,-0.2603,-0.06523,-2290.3903751,-2289.592479,-2289.498504,5.305903999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
30,IL44,CCCCn1cc[n+](C)c1C.[N-]=[N+]=[N-],-626.7809197,0.214467,0.274676,530.1922959999999,-0.15993,-0.02658,-627.0935014,-626.5664527,-626.5062437,3.62712,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
31,IL45,CCCCn1cc[n+](C)c1C.O=S(=O)([O-])O,-1162.2737237,0.221081,0.292778,631.3656000000001,-0.20985,-0.0602,-1162.6216577,-1162.0526427,-1161.9809457,4.07048,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
32,IL48,CCCC[n+]1cccc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2311.8829294,0.250862,0.346218,839.695328,-0.25977,-0.10934,-2312.4655796,-2311.6320674,-2311.5367114,4.091696,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
33,IL51,CCCC[n+]1ccn(CC)c1.[Br-],-3036.7856929,0.200812,0.26129,532.564624,-0.16509,-0.06385,-3037.0210334,-3036.5848809,-3036.5244029,2.753727999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
34,IL52,CCCC[n+]1ccn(CCC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2407.7528564,0.311365,0.415315,915.3838880000001,-0.26875,-0.04104,-2408.391627,-2407.4414914,-2407.3375414,6.193712,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
35,IL62,CCCCn1cc[n+](C)c1.NC(CO)C(=O)[O-],-821.6559507,0.270608,0.33906,602.7846959999999,-0.20666,-0.02239,-822.0372668,-821.3853426999999,-821.3168906999999,5.012144,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
36,IL63,CC(=O)[O-].CCCCn1cc[n+](C)c1,-651.7665604,0.218735,0.28413,575.86484,-0.19441,-0.02286,-652.0864911,-651.5478254,-651.4824304,4.666160000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
37,IL64,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-2726.1171133,0.224129,0.329541,928.245504,-0.26917,-0.04808,-2726.7828422,-2725.8929843,-2725.7875723,6.013648,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
38,IL65,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2250.52852,0.210504,0.300287,790.6253760000001,-0.26906,-0.05078,-2251.0660926,-2250.318016,-2250.228233,5.937216,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
39,IL67,CCCCn1cc[n+](C)c1.N#C[N-]C#N,-663.7065741,0.193479,0.258421,571.877488,-0.1833,-0.07303,-664.0163501,-663.5130951,-663.4481531,2.999344,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
40,IL72,CCCCn1cc[n+](C)c1.NCC(=O)[O-],-707.114627,0.236911,0.303271,584.3709120000001,-0.18661,-0.02818,-707.4547077,-706.8777160000001,-706.811356,4.309296,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
41,IL73,CCCCn1cc[n+](C)c1.O=C([O-])CO,-726.9935836,0.227118,0.291019,562.7103440000001,-0.20653,-0.03159,-727.3323736,-726.7664656,-726.7025646,4.758367999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
42,IL76,CCCCn1cc[n+](C)c1.O=C([O-])O,-687.7093572,0.199683,0.262374,552.049512,-0.20352,-0.02665,-688.0217009,-687.5096742,-687.4469832,4.810864,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
43,IL79,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],-1162.2700497,0.225348,0.293648,601.441632,-0.22763,-0.04032,-1162.6189854,-1162.0447017,-1161.9764017,5.094832,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
44,IL81,CCCCn1cc[n+](C)c1.O=C(O)c1ccccc1[O-],-918.6850984,0.269167,0.34415,660.29796,-0.15209,-0.05539,-919.1115633,-918.4159314,-918.3409484,2.63024,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
45,IL82,CCCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],-1181.7093224,0.265769,0.335586,614.805328,-0.21242,-0.03518,-1182.0883592,-1181.4435534,-1181.3737364,4.820928,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
46,IL84,CCCCn1cc[n+](C)c1.N#C[S-],-914.3346138,0.185959,0.2446,516.393464,-0.17933,-0.04636,-914.6240295,-914.1486548,-914.0900138000001,3.616783999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
47,IL85,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,-1384.7737565,0.193234,0.266926,648.9300320000001,-0.23071,-0.07113,-1385.1689906,-1384.5805225,-1384.5068305,4.340576,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
48,IL87,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,-949.5042588,0.193589,0.264493,624.386688,-0.2124,-0.0643,-949.8841516,-949.3106698,-949.2397658,4.02832,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
49,IL89,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,-685.7690988,0.209221,0.275848,586.7181360000001,-0.19131,-0.11878,-686.1007963,-685.5598778000001,-685.4932508,1.972816,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
50,IL91,CCCCC[n+]1ccn(CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2407.756235,0.3139,0.416207,900.9114320000001,-0.27036,-0.043,-2408.3933958,-2407.442335,-2407.340028,6.184192,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
51,IL92,CCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2266.559461,0.198371,0.288779,796.135704,-0.28649,-0.05989,-2267.0979192,-2266.36109,-2266.270682,6.16352,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
52,IL93,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2272.5701373,0.221763,0.317354,841.770592,-0.25672,-0.12332,-2273.1298453,-2272.3483743,-2272.2527833,3.628480000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
53,IL95,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2233.2719276,0.200179,0.28901,782.2406400000001,-0.27288,-0.11005,-2233.80662,-2233.0717486,-2232.9829176,4.428976,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
54,IL96,CCCC[n+]1ccccc1.N#C[N-]C#N,-646.4574022,0.185167,0.247569,549.514008,-0.19495,-0.11873,-646.7657447,-646.2722352000001,-646.2098332,2.073184,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
55,IL99,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,-1367.5290929,0.186,0.256437,620.2654480000001,-0.23971,-0.11215,-1367.918728,-1367.3430929,-1367.2726559,3.469632,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
56,IL100,CCCC[NH+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2197.5881454,0.243142,0.330912,772.901952,-0.27384,-0.00477,-2198.123473,-2197.3450034,-2197.2572334,7.318703999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
57,IL101,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2406.5495092,0.297005,0.39418,855.724232,-0.26954,-0.05459,-2407.174126,-2406.2525042,-2406.1553292,5.84664,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
58,IL103,CCCCCCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2502.3848142,0.354688,0.462427,948.747104,-0.28696,-0.06995,-2503.0736287,-2502.0301262,-2501.9223872,5.902671999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
59,IL106,CCCCCCCCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2580.9986196,0.408652,0.520652,986.2650320000001,-0.27962,-0.07241,-2581.7302701,-2580.5899676,-2580.4779676,5.636111999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
60,IL107,CCO[PH](=O)[O-].CC[N+]1(C)CCCCC1,-1017.2537676,0.287523,0.355259,596.479408,-0.23719,0.00181,-1017.6230348,-1016.9662446,-1016.8985086,6.5008,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
61,IL108,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2158.2609647,0.217289,0.301149,738.467632,-0.26252,-0.01226,-2158.7676427,-2158.0436757,-2157.9598157,6.807071999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
62,IL109,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2211.2374388,0.184894,0.270923,757.571776,-0.26847,-0.04215,-2211.7500742,-2211.0525448,-2210.9665158,6.155904,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
63,IL111,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2193.9694028,0.174629,0.259599,748.2414560000001,-0.26965,-0.10252,-2194.4789417,-2193.7947738,-2193.7098038,4.545936,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
64,IL112,CC[NH+]1C=CN(C)C1.O=S(=O)(F)[N-]S(=O)(=O)F,-1697.4857176,0.165587,0.236164,621.499728,-0.25514,-0.0385,-1697.8506029,-1697.3201306,-1697.2495536,5.892607999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
65,IL113,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,-662.4629527,0.171853,0.234829,554.56828,-0.2087,-0.02666,-662.7642805,-662.2910996999999,-662.2281237,4.951488,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
66,IL114,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],-1391.2947916,0.282433,0.362248,702.8492400000001,-0.23134,-0.03755,-1391.7334717,-1391.0123586,-1390.9325436,5.271088,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
67,IL115,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,-1239.4567066,0.237623,0.312339,657.95492,-0.22277,-0.02853,-1239.8516726,-1239.2190836,-1239.1443676,5.283328,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
68,IL116,CC(=O)[O-].CCn1cc[n+](C)c1,-573.1542387,0.167661,0.225935,513.159232,-0.19399,-0.02488,-573.4260294,-572.9865777,-572.9283036999999,4.599791999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
69,IL117,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2171.918014,0.159331,0.242289,730.530584,-0.27219,-0.0508,-2172.4067309,-2171.758683,-2171.675725,6.021807999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
70,IL118,CCn1cc[n+](C)c1.[Br-],-2918.8677758,0.123856,0.174599,446.8470160000001,-0.16465,-0.06294,-2919.0283676,-2918.7439198,-2918.6931768,2.766512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
71,IL119,CCn1cc[n+](C)c1.[Cl-],-804.9038862,0.12661,0.17527,428.495992,-0.19872,-0.02185,-805.1147955,-804.7772762,-804.7286162,4.810864,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
72,IL126,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,-1122.9659861,0.197199,0.264392,591.70128,-0.2265,-0.03854,-1123.2928989,-1122.7687871,-1122.7015941,5.112512000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
73,IL129,CCn1cc[n+](C)c1.CS(=O)(=O)[O-],-1008.4417626,0.169819,0.229734,527.614952,-0.21526,-0.03263,-1008.7268352,-1008.2719436,-1008.2120286,4.967536,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
74,IL130,CCn1cc[n+](C)c1.COS(=O)(=O)[O-],-1083.6379918,0.170657,0.235001,566.605648,-0.21762,-0.06796,-1083.941521,-1083.4673348,-1083.4029908,4.070752000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
75,IL135,CCn1cc[n+](C)c1.N#C[S-],-835.7274599,0.132006,0.186548,480.293912,-0.18435,-0.04361,-835.9682294,-835.5954538999999,-835.5409119,3.828128,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
76,IL136,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,-1306.1818745,0.142538,0.209517,589.81848,-0.24045,-0.04668,-1306.5247739,-1306.0393365,-1305.9723575,5.270544,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
77,IL138,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1606.3442893,0.183628,0.26851,747.4716000000001,-0.23317,-0.09312,-1606.8839299,-1606.1606613,-1606.0757793,3.80936,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
78,IL139,CCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2187.9514125,0.147314,0.230735,734.6057999999999,-0.28366,-0.06266,-2188.4376752,-2187.8040985,-2187.7206775,6.011200000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
